Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Scientific name,RL Category
6388.0,Tunchiornis ochraceiceps,Vireonidae,Passeriformes,AVIBASE-F57C6C31,44,15,18,11,10,15.6,8.7,3.6,4.2,16.8,57.1,7.5,49.5,13.2,43.9,11.6,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-17.7,21.31,-2.13,-67.87,4780072.08,Tunchiornis ochraceiceps,LC
6404.0,Vireo altiloquus,Vireonidae,Passeriformes,AVIBASE-F57ECDC5,22,5,14,3,4,20.6,12.0,4.5,4.7,19.2,80.4,20.1,60.2,25.0,54.2,19.0,Dunning,,NO,,,Woodland,2,1.0,Omnivore,Invertivore,Insessorial,10.86,29.37,20.76,-75.55,243716.04,Vireo altiloquus,LC
6420.0,Vireo atricapilla,Vireonidae,Passeriformes,AVIBASE-DEFD8414,10,2,8,0,4,13.1,6.8,3.7,3.3,19.8,54.8,8.2,46.6,14.9,42.9,9.0,Dunning,,NO,,,Shrubland,2,3.0,Carnivore,Invertivore,Insessorial,23.07,35.95,29.22,-100.09,315128.21,Vireo atricapilla,NT
6424.0,Vireo bairdi,Vireonidae,Passeriformes,AVIBASE-080AFDB2,10,0,4,6,4,14.9,7.8,4.1,4.4,22.6,61.2,8.5,52.7,13.9,50.6,12.0,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,20.26,20.6,20.44,-86.91,488.33,Vireo bairdi,NT
6417.0,Vireo bellii,Vireonidae,Passeriformes,AVIBASE-C3168495,13,3,10,0,4,13.5,7.0,3.7,3.7,19.2,55.7,10.8,44.9,19.4,44.1,8.5,Dunning,,NO,,,Shrubland,2,3.0,Carnivore,Invertivore,Insessorial,21.36,47.35,34.81,-99.81,2636566.53,Vireo bellii,LC
6419.0,Vireo brevipennis,Vireonidae,Passeriformes,AVIBASE-5C84E2D2,9,1,6,2,4,13.2,6.8,3.8,3.6,20.6,56.9,6.2,50.7,10.9,53.9,11.8,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,16.23,20.0,18.21,-99.47,162984.26,Vireo brevipennis,LC
6423.0,Vireo caribaeus,Vireonidae,Passeriformes,AVIBASE-27936203,2,1,1,0,2,13.8,7.1,3.8,3.9,20.0,56.5,7.6,48.9,13.4,48.5,9.3,Dunning,,NO,,,Woodland,2,1.0,Omnivore,Invertivore,Insessorial,12.49,12.56,12.53,-81.71,16.9,Vireo caribaeus,VU
6409.0,Vireo carmioli,Vireonidae,Passeriformes,AVIBASE-DDD6C145,17,4,12,1,4,12.5,6.7,3.6,4.0,18.8,65.6,12.6,52.6,19.4,48.4,13.1,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,8.76,10.26,9.47,-83.42,4187.03,Vireo carmioli,LC
6411.0,Vireo cassinii,Vireonidae,Passeriformes,AVIBASE-EB0CD5DC,12,3,9,0,4,14.7,7.7,4.1,4.3,19.3,73.6,20.5,53.0,27.9,51.0,14.7,Dunning,,NO,,,Forest,2,3.0,Carnivore,Invertivore,Insessorial,23.27,53.93,45.02,-119.65,923209.39,Vireo cassinii,LC
6403.0,Vireo chivi,Vireonidae,Passeriformes,AVIBASE-3B1C7AD8,37,9,12,16,4,14.0,9.2,4.4,4.3,18.3,68.0,14.1,53.0,20.9,52.1,16.1,DataFromSplit,,NO,,,Forest,1,3.0,Omnivore,Invertivore,Insessorial,-36.25,12.46,-10.27,-58.29,14238457.0,Vireo chivi,LC
6426.0,Vireo crassirostris,Vireonidae,Passeriformes,AVIBASE-AEA614AF,11,3,7,1,4,15.8,9.0,4.4,4.9,21.4,62.1,9.4,52.5,15.2,50.3,13.0,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,19.26,27.23,24.02,-76.47,14348.95,Vireo crassirostris,LC
6408.0,Vireo flavifrons,Vireonidae,Passeriformes,AVIBASE-F8DDF6A6,27,7,13,7,4,15.1,8.5,4.3,4.9,19.3,76.3,25.8,50.4,33.8,48.4,18.0,Dunning,,NO,,,Forest,2,3.0,Carnivore,Invertivore,Insessorial,28.07,49.87,38.91,-86.42,3167329.54,Vireo flavifrons,LC
6400.0,Vireo flavoviridis,Vireonidae,Passeriformes,AVIBASE-6A7F76A7,22,5,14,3,4,18.1,9.9,4.4,4.6,18.9,77.7,20.4,58.5,25.9,51.9,17.6,Dunning,,NO,,,Woodland,2,3.0,Omnivore,Invertivore,Insessorial,7.2,29.23,17.89,-93.82,1006388.21,Vireo flavoviridis,LC
6399.0,Vireo gilvus,Vireonidae,Passeriformes,AVIBASE-66AA469C,21,5,13,3,11,14.3,7.5,3.7,3.7,17.6,70.1,16.5,53.5,23.5,51.3,12.7,Dunning,,NO,,,Forest,1,3.0,Carnivore,Invertivore,Insessorial,16.11,66.86,45.21,-105.84,9680437.56,Vireo gilvus,LC
6405.0,Vireo gracilirostris,Vireonidae,Passeriformes,AVIBASE-63999CD3,9,3,6,0,4,18.0,9.2,3.3,3.5,20.8,62.9,8.8,53.5,14.1,57.0,16.5,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,-3.88,-3.84,-3.86,-32.42,20.19,Vireo gracilirostris,VU
6425.0,Vireo griseus,Vireonidae,Passeriformes,AVIBASE-D97F93CC,24,6,13,5,11,13.7,7.4,3.9,4.1,19.5,61.6,11.1,50.6,17.9,48.9,11.4,Dunning,,NO,,,Shrubland,2,3.0,Carnivore,Invertivore,Insessorial,20.09,42.84,34.73,-88.7,3034548.86,Vireo griseus,LC
6427.0,Vireo gundlachii,Vireonidae,Passeriformes,AVIBASE-73CF3166,10,2,8,0,4,15.4,7.8,4.3,4.5,21.4,56.0,6.0,50.1,10.6,50.8,12.9,Dunning,,NO,,,Shrubland,1,1.0,Carnivore,Invertivore,Insessorial,19.83,23.19,21.62,-79.0,109844.77,Vireo gundlachii,LC
6407.0,Vireo huttoni,Vireonidae,Passeriformes,AVIBASE-1BDF5C00,15,4,11,0,4,13.1,6.9,3.7,3.8,19.5,63.2,10.8,52.6,17.0,49.1,11.3,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,14.13,51.0,30.65,-109.85,1214843.43,Vireo huttoni,LC
6418.0,Vireo latimeri,Vireonidae,Passeriformes,AVIBASE-F32AC037,10,0,5,5,4,14.3,7.7,4.0,3.9,19.7,56.6,7.3,49.4,12.9,44.7,12.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,17.93,18.52,18.22,-66.63,6995.48,Vireo latimeri,LC
6398.0,Vireo leucophrys,Vireonidae,Passeriformes,AVIBASE-66DCDF47,33,4,23,6,4,14.0,7.8,3.8,3.9,17.6,64.9,12.3,52.7,18.9,49.7,12.3,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-17.74,23.74,2.06,-78.73,592873.42,Vireo leucophrys,LC
6401.0,Vireo magister,Vireonidae,Passeriformes,AVIBASE-A457E9DB,11,1,8,2,4,19.6,11.2,4.4,5.1,21.6,74.9,14.7,60.2,19.6,53.6,15.4,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,16.07,21.26,19.32,-87.37,8592.85,Vireo magister,LC
6410.0,Vireo masteri,Vireonidae,Passeriformes,AVIBASE-F63CE02E,1,0,1,0,1,12.1,7.6,2.9,3.3,17.1,55.4,9.2,46.2,16.6,40.2,11.2,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,0.12,5.48,3.17,-77.04,3161.83,Vireo masteri,NT
6415.0,Vireo modestus,Vireonidae,Passeriformes,AVIBASE-E57A8704,12,2,8,2,4,12.5,6.4,3.6,3.6,19.3,56.6,6.8,49.8,11.9,49.0,9.6,Dunning,,NO,,,Woodland,1,1.0,Carnivore,Invertivore,Insessorial,17.7,18.53,18.16,-77.31,11021.79,Vireo modestus,LC
6416.0,Vireo nanus,Vireonidae,Passeriformes,AVIBASE-D25FD07A,7,1,6,0,4,12.5,6.0,4.5,3.3,20.2,55.4,7.1,48.3,12.7,51.1,10.5,Dunning,,NO,,,Woodland,1,1.0,Omnivore,Invertivore,Insessorial,17.61,19.95,19.09,-71.52,13196.28,Vireo nanus,LC
6421.0,Vireo nelsoni,Vireonidae,Passeriformes,AVIBASE-CFAA6365,5,1,4,0,4,12.6,6.6,3.2,3.0,19.2,55.2,6.6,48.6,11.9,46.2,9.4,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,16.19,20.64,18.56,-100.2,190119.25,Vireo nelsoni,LC
6402.0,Vireo olivaceus,Vireonidae,Passeriformes,AVIBASE-847717E2,31,7,9,15,8,16.4,9.6,4.3,4.4,19.5,77.5,23.6,55.6,29.8,52.7,16.1,Dunning,,NO,,,Forest,1,3.0,Omnivore,Invertivore,Insessorial,25.72,66.32,45.77,-96.24,8742854.76,Vireo olivaceus,LC
6414.0,Vireo osburni,Vireonidae,Passeriformes,AVIBASE-A505AE50,9,2,7,0,3,17.3,9.2,4.9,5.7,21.7,72.9,10.7,62.2,14.6,56.6,19.9,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,17.7,18.53,18.16,-77.31,11021.79,Vireo osburni,NT
6422.0,Vireo pallens,Vireonidae,Passeriformes,AVIBASE-A1FD40E8,19,4,15,0,7,14.4,8.0,4.1,4.2,21.0,57.0,8.1,48.9,14.2,46.6,11.0,Dunning,,NO,,,Woodland,2,3.0,Carnivore,Invertivore,Insessorial,9.55,26.82,18.8,-92.04,264054.35,Vireo pallens,LC
6397.0,Vireo philadelphicus,Vireonidae,Passeriformes,AVIBASE-447A1BA5,31,8,17,6,4,13.2,6.9,3.4,3.5,17.0,66.2,17.0,49.4,25.6,47.1,11.5,Dunning,,NO,,,Woodland,1,3.0,Carnivore,Invertivore,Insessorial,43.55,59.51,51.96,-99.55,2750346.28,Vireo philadelphicus,LC
6412.0,Vireo plumbeus,Vireonidae,Passeriformes,AVIBASE-1BB9C864,18,5,12,1,4,14.8,7.8,4.2,4.9,19.1,77.0,22.7,56.6,28.6,56.7,16.4,Dunning,,NO,,,Forest,2,3.0,Carnivore,Invertivore,Insessorial,13.35,45.79,34.06,-108.58,1311596.67,Vireo plumbeus,LC
6396.0,Vireo sclateri,Vireonidae,Passeriformes,AVIBASE-DA676D6C,11,2,9,0,4,14.2,7.6,3.7,3.8,17.7,59.7,9.7,50.0,16.3,49.5,11.2,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,0.82,7.03,4.71,-64.06,292061.96,Vireo sclateri,LC
6413.0,Vireo solitarius,Vireonidae,Passeriformes,AVIBASE-95DB0943,11,3,8,0,4,13.7,7.5,4.0,4.4,18.6,75.3,22.1,53.2,29.3,51.4,15.3,Dunning,,NO,,,Forest,1,3.0,Carnivore,Invertivore,Insessorial,34.76,62.01,51.05,-92.77,3329804.9,Vireo solitarius,LC
6406.0,Vireo vicinior,Vireonidae,Passeriformes,AVIBASE-48DBE76D,11,2,9,0,4,13.7,7.3,4.4,4.7,19.9,63.6,9.8,53.8,15.5,56.8,12.8,Dunning,,NO,,,Forest,2,3.0,Carnivore,Invertivore,Insessorial,28.55,40.48,35.29,-109.84,483115.53,Vireo vicinior,LC
6385.0,Vireolanius eximius,Vireonidae,Passeriformes,AVIBASE-5482299A,8,0,0,8,4,19.7,11.4,5.5,6.8,21.0,72.9,12.1,60.7,16.6,50.7,24.0,Inferred,,YES,Body Mass,Vireolanius pulchellus,Forest,1,1.0,Carnivore,Invertivore,Insessorial,3.74,11.43,8.67,-74.57,192116.73,Vireolanius eximius,LC
6386.0,Vireolanius leucotis,Vireonidae,Passeriformes,AVIBASE-BD625B2B,15,3,10,2,4,19.6,11.0,5.7,6.5,21.5,70.3,11.3,59.0,16.0,48.6,26.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-17.99,8.63,-3.59,-61.96,4216599.52,Vireolanius leucotis,LC
6383.0,Vireolanius melitophrys,Vireonidae,Passeriformes,AVIBASE-2F06A9E7,11,3,8,0,4,20.5,10.7,5.7,7.1,25.0,81.0,13.1,67.9,16.2,68.2,34.7,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,14.21,21.36,18.16,-99.0,170969.25,Vireolanius melitophrys,LC
6387.0,Vireolanius mikettae,Vireonidae,Passeriformes,AVIBASE-21048647,0,0,0,0,0,19.6,11.0,5.7,6.5,21.5,70.3,11.3,59.0,16.0,48.6,26.0,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Vireolanius leucotis,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-2.85,5.88,2.17,-77.92,100025.89,Vireolanius mikettae,LC
6384.0,Vireolanius pulchellus,Vireonidae,Passeriformes,AVIBASE-1A8BAFCA,14,2,10,2,4,21.2,11.7,5.7,7.0,22.1,74.1,11.6,62.5,15.6,49.1,24.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,7.67,19.59,14.9,-88.31,372658.61,Vireolanius pulchellus,LC
10444.0,Zeledonia coronata,Zeledoniidae,Passeriformes,AVIBASE-1A2164E0,5,3,2,0,4,14.2,7.6,3.2,3.6,28.3,62.7,6.2,55.6,10.1,33.4,21.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,8.5,10.78,9.38,-83.13,5169.99,Zeledonia coronata,LC
8145.0,Apalopteron familiare,Zosteropidae,Passeriformes,AVIBASE-DF8ECC87,5,2,3,0,4,16.9,9.1,3.4,4.2,22.8,67.3,10.8,57.3,15.9,63.1,15.0,Dunning,,NO,,,Forest,1,1.0,Herbivore,Frugivore,Insessorial,26.54,26.71,26.65,142.16,23.9,Apalopteron familiare,LC
8144.0,Cleptornis marchei,Zosteropidae,Passeriformes,AVIBASE-7B91A089,5,1,3,1,4,18.0,9.3,3.6,4.0,25.1,72.3,10.7,61.5,14.8,60.4,20.2,Dunning,,NO,,,Forest,2,1.0,Herbivore,Frugivore,Insessorial,14.84,15.29,15.17,145.75,134.47,Cleptornis marchei,EN
8135.0,Dasycrotapha plateni,Zosteropidae,Passeriformes,AVIBASE-B7C99E58,10,4,6,0,10,11.7,6.8,3.0,3.2,14.8,54.1,8.0,46.1,14.8,42.0,8.7,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,5.88,9.51,7.67,125.08,49089.24,Dasycrotapha plateni,NT
8134.0,Dasycrotapha pygmaea,Zosteropidae,Passeriformes,AVIBASE-79C8806A,2,2,0,0,1,11.1,6.2,2.8,3.2,15.3,50.0,5.0,44.0,10.2,41.5,8.7,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,10.26,12.47,11.42,125.07,6497.24,Dasycrotapha pygmaea,NT
8133.0,Dasycrotapha speciosa,Zosteropidae,Passeriformes,AVIBASE-8558E444,8,3,4,1,6,15.5,9.8,3.4,4.4,18.7,66.4,9.9,56.5,14.9,57.3,16.4,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,9.04,11.94,10.58,122.74,23404.43,Dasycrotapha speciosa,NT
8148.0,Heleia crassirostris,Zosteropidae,Passeriformes,AVIBASE-2F3B27C1,4,1,3,0,4,16.7,10.6,3.7,4.4,19.6,67.4,8.5,58.9,12.5,53.8,19.0,EltonTraits_Model,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-9.11,-8.07,-8.62,119.48,28274.74,Heleia crassirostris,LC
8154.0,Heleia dohertyi,Zosteropidae,Passeriformes,AVIBASE-65C5881A,3,2,1,0,3,13.7,6.9,3.1,3.9,18.4,61.0,8.1,52.9,13.2,50.0,20.0,Inferred,,YES,Body Mass,Heleia goodfellowi,Forest,1,1.0,Herbivore,Frugivore,Insessorial,-9.11,-8.07,-8.62,119.46,27662.65,Heleia dohertyi,LC
8151.0,Heleia goodfellowi,Zosteropidae,Passeriformes,AVIBASE-B34CCF13,7,3,4,0,7,15.0,8.5,3.5,3.8,21.0,65.9,13.5,52.4,20.7,49.5,20.0,Dunning,,NO,,,Forest,1,1.0,Herbivore,Frugivore,Insessorial,5.95,9.34,7.66,125.03,3458.6,Heleia goodfellowi,LC
8152.0,Heleia javanica,Zosteropidae,Passeriformes,AVIBASE-23A7AB57,4,2,2,0,4,13.9,7.4,3.2,3.4,18.9,61.8,12.9,48.8,21.0,53.4,20.0,Inferred,,YES,Body Mass,Heleia goodfellowi,Forest,1,1.0,Herbivore,Frugivore,Insessorial,-8.41,-6.23,-7.46,110.15,13262.34,Heleia javanica,LC
8155.0,Heleia muelleri,Zosteropidae,Passeriformes,AVIBASE-B5D365E9,5,2,3,0,4,16.3,9.1,3.6,4.3,20.1,68.3,9.6,58.5,14.1,55.4,16.7,Updated_literature,Dunning (2021),NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-10.37,-8.33,-9.24,125.11,26735.01,Heleia muelleri,LC
8153.0,Heleia pinaiae,Zosteropidae,Passeriformes,AVIBASE-B0B39351,4,2,2,0,4,16.5,9.8,3.8,4.9,22.2,73.1,11.0,62.1,15.0,53.2,27.4,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-3.34,-2.98,-3.15,129.41,497.76,Heleia pinaiae,LC
8150.0,Heleia squamiceps,Zosteropidae,Passeriformes,AVIBASE-5149A050,4,2,2,0,4,15.3,8.4,3.2,3.5,18.9,61.0,9.2,51.8,15.2,45.2,14.5,EltonTraits_Model,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Insessorial,-5.43,1.46,-1.87,120.53,27806.24,Heleia squamiceps,LC
8149.0,Heleia squamifrons,Zosteropidae,Passeriformes,AVIBASE-1A31DD7F,4,2,2,0,4,9.2,5.7,2.4,2.5,14.3,49.2,7.4,41.8,15.1,33.2,6.9,Dunning,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Insessorial,-1.01,6.48,2.35,115.17,81974.59,Heleia squamifrons,LC
8147.0,Heleia superciliaris,Zosteropidae,Passeriformes,AVIBASE-6A8BDC5E,4,1,2,1,4,15.7,8.5,3.4,4.0,19.9,67.0,12.1,54.9,18.0,51.8,20.0,Inferred,,YES,Body Mass,Heleia goodfellowi,Forest,1,1.0,Herbivore,Frugivore,Insessorial,-8.92,-8.15,-8.58,119.68,2051.7,Heleia superciliaris,LC
8146.0,Heleia wallacei,Zosteropidae,Passeriformes,AVIBASE-EAE691C1,5,3,2,0,4,13.6,7.4,3.0,3.4,17.1,52.8,5.9,46.9,11.2,40.5,11.0,EltonTraits_Model,,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,-10.32,-8.07,-8.87,119.77,37730.84,Heleia wallacei,LC
8158.0,Megazosterops palauensis,Zosteropidae,Passeriformes,AVIBASE-B1C8FC63,1,0,1,0,1,20.1,11.9,3.8,5.7,23.6,76.5,13.1,63.4,17.1,49.5,31.0,EltonTraits_Model,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,6.97,7.73,7.47,134.55,413.29,Megazosterops palauensis,NT
8157.0,Rukia longirostra,Zosteropidae,Passeriformes,AVIBASE-C66F1853,3,0,3,0,3,22.5,14.0,3.2,3.5,19.7,69.2,12.4,56.8,17.9,46.0,17.9,Updated_literature,BoW,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,6.79,7.01,6.88,158.23,351.15,Rukia longirostra,NT
8156.0,Rukia ruki,Zosteropidae,Passeriformes,AVIBASE-C5B02511,1,0,1,0,1,19.8,10.8,3.7,4.1,23.3,80.0,15.5,64.5,19.4,55.0,21.0,EltonTraits_Model,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,7.32,7.39,7.35,151.6,34.17,Rukia ruki,EN
8136.0,Sterrhoptilus capitalis,Zosteropidae,Passeriformes,AVIBASE-AA79D6BA,17,4,13,0,17,14.7,9.4,3.5,4.0,18.5,67.3,11.8,55.5,17.6,60.6,14.9,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,5.77,10.47,7.64,125.08,37149.26,Sterrhoptilus capitalis,LC
8138.0,Sterrhoptilus dennistouni,Zosteropidae,Passeriformes,AVIBASE-A552D849,4,2,2,0,4,16.3,9.9,3.3,4.3,18.0,66.1,10.4,55.6,15.8,58.7,15.7,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,15.1,18.59,17.21,121.68,15801.31,Sterrhoptilus dennistouni,NT
8137.0,Sterrhoptilus nigrocapitatus,Zosteropidae,Passeriformes,AVIBASE-82328ACC,11,6,5,0,10,15.1,8.8,3.6,4.1,18.4,64.5,11.4,53.2,17.7,57.9,14.1,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,9.59,15.43,12.45,123.59,30644.43,Sterrhoptilus nigrocapitatus,LC
8159.0,Tephrozosterops stalkeri,Zosteropidae,Passeriformes,AVIBASE-44F9A3C9,2,0,1,1,1,15.3,9.8,3.8,3.7,17.0,68.0,8.3,59.6,12.2,48.0,17.7,Dunning,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Insessorial,-3.41,-2.89,-3.13,129.06,3179.0,Tephrozosterops stalkeri,LC
8130.0,Yuhina bakeri,Zosteropidae,Passeriformes,AVIBASE-1B155418,5,2,3,0,4,12.7,6.5,3.4,3.9,20.2,68.0,13.8,55.2,20.0,52.5,17.1,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,24.06,29.6,26.71,94.45,200853.53,Yuhina bakeri,LC
8127.0,Yuhina brunneiceps,Zosteropidae,Passeriformes,AVIBASE-7A3177F9,5,2,3,0,4,13.1,6.7,2.3,2.8,17.2,62.8,11.8,51.2,18.7,48.3,12.5,Dunning,,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,22.32,24.84,23.79,121.11,13673.61,Yuhina brunneiceps,LC
8124.0,Yuhina castaniceps,Zosteropidae,Passeriformes,AVIBASE-BB20B241,8,4,4,0,7,11.0,6.1,3.0,3.2,16.8,58.7,12.9,46.6,21.7,55.1,11.8,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,12.22,28.83,23.33,95.75,495231.6,,
8122.0,Yuhina diademata,Zosteropidae,Passeriformes,AVIBASE-ED9A5BB0,4,2,2,0,4,14.8,6.9,3.2,3.6,21.0,74.6,11.2,63.4,15.1,75.5,22.0,Updated_literature,BoW,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,21.75,36.02,28.43,104.37,1124238.68,,
8123.0,Yuhina everetti,Zosteropidae,Passeriformes,AVIBASE-EDF11415,5,2,3,0,4,11.2,6.1,3.1,3.5,16.7,60.1,10.5,49.9,17.3,58.6,12.1,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-3.81,6.37,1.68,114.69,183515.14,,
8128.0,Yuhina flavicollis,Zosteropidae,Passeriformes,AVIBASE-68D50AEF,5,2,3,0,4,12.8,6.3,3.1,3.3,19.3,62.8,10.3,52.2,16.5,52.0,16.9,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,17.61,32.8,25.82,93.08,622981.09,Yuhina flavicollis,LC
8132.0,Yuhina gularis,Zosteropidae,Passeriformes,AVIBASE-6B6C727C,4,2,2,0,4,16.3,8.2,3.3,3.2,20.4,72.4,13.4,59.0,18.6,64.5,20.8,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,14.74,31.76,26.77,94.62,515717.01,Yuhina gularis,LC
8129.0,Yuhina humilis,Zosteropidae,Passeriformes,AVIBASE-16E99455,5,3,1,1,4,12.6,6.8,3.1,3.6,18.3,62.7,9.6,52.6,15.4,51.8,14.0,EltonTraits_GenAvg,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,15.69,22.27,19.81,97.96,57796.56,Yuhina humilis,LC
8126.0,Yuhina nigrimenta,Zosteropidae,Passeriformes,AVIBASE-60D9AAA1,9,4,5,0,8,12.5,6.9,2.8,2.9,14.9,55.2,11.7,43.4,21.0,39.4,9.5,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,11.02,34.47,26.12,104.49,2065413.29,Yuhina nigrimenta,LC
8131.0,Yuhina occipitalis,Zosteropidae,Passeriformes,AVIBASE-E9226482,5,2,3,0,4,16.2,8.3,3.0,2.8,16.8,60.9,9.6,51.6,15.6,51.7,13.0,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,23.17,29.9,26.6,95.77,355046.54,Yuhina occipitalis,LC
8125.0,Yuhina torqueola,Zosteropidae,Passeriformes,AVIBASE-18E06178,5,2,3,0,4,11.4,6.2,3.0,3.5,18.0,63.8,16.2,47.8,25.4,59.0,11.8,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,15.71,31.77,25.6,109.2,2186606.38,,
8163.0,Zosterops abyssinicus,Zosteropidae,Passeriformes,AVIBASE-BD7DE6D5,5,2,3,0,4,13.3,6.9,2.7,2.9,16.3,57.6,9.3,48.5,16.0,44.1,9.4,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,4.86,21.94,12.09,40.35,665331.72,Zosterops abyssinicus,LC
8254.0,Zosterops albogularis,Zosteropidae,Passeriformes,AVIBASE-93D88F0A,5,2,3,0,4,19.0,9.4,3.6,4.2,22.3,75.2,15.3,59.5,20.5,56.0,30.0,Updated_literature,Hirschfeld (2007),NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-29.02,-29.0,-29.01,167.94,5.3,Zosterops albogularis,EX
8205.0,Zosterops anomalus,Zosteropidae,Passeriformes,AVIBASE-C02EB43E,4,1,3,0,3,13.3,7.6,2.9,3.6,16.7,54.8,5.5,50.5,9.9,44.0,12.0,EltonTraits_Model,,NO,,,Shrubland,2,1.0,Omnivore,Omnivore,Insessorial,-5.71,-2.82,-4.15,119.83,31315.06,Zosterops anomalus,LC
8162.0,Zosterops atricapilla,Zosteropidae,Passeriformes,AVIBASE-72F7680A,5,2,3,0,4,12.5,6.5,2.4,2.7,15.1,53.5,10.3,42.6,19.4,36.2,9.2,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Insessorial,-5.34,6.31,1.58,105.87,116342.05,Zosterops atricapilla,LC
8209.0,Zosterops atriceps,Zosteropidae,Passeriformes,AVIBASE-1BAA1C0D,3,1,1,1,3,14.2,8.2,2.9,3.5,16.1,58.0,8.9,49.1,15.3,42.0,12.0,Updated_literature,Dunning (2021),NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-1.67,2.65,0.71,127.99,23298.99,Zosterops atriceps,LC
8204.0,Zosterops atrifrons,Zosteropidae,Passeriformes,AVIBASE-BE5D6964,4,2,2,0,4,12.8,6.9,2.5,3.3,15.4,51.6,8.2,43.5,15.8,37.8,10.0,Dunning,,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,-2.49,1.76,-0.02,122.49,51931.65,Zosterops atrifrons,LC
