Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Scientific name,RL Category
7247.0,Remiz pendulinus,Remizidae,Passeriformes,AVIBASE-ABDD6D56,19,5,13,1,8,10.6,7.5,3.1,3.9,13.7,56.1,10.9,45.2,19.4,48.5,9.3,Dunning,,NO,,,Wetland,2,3.0,Omnivore,Invertivore,Insessorial,31.13,59.57,49.83,44.64,5985828.65,Remiz pendulinus,LC
6527.0,Rhagologus leucostigma,Rhagologidae,Passeriformes,AVIBASE-61EACB38,4,0,4,0,4,17.2,9.6,4.2,5.5,20.0,87.8,19.5,68.2,22.2,64.5,26.8,Dunning,,NO,,,Forest,1,1.0,Herbivore,Frugivore,Insessorial,-10.26,-0.48,-5.04,141.21,150755.69,Rhagologus leucostigma,LC
4891.0,Acropternis orthonyx,Rhinocryptidae,Passeriformes,AVIBASE-6B6D07C9,9,2,5,2,4,22.9,10.4,4.5,6.5,36.4,94.8,5.2,89.9,5.5,88.9,89.9,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-5.46,9.74,1.6,-76.74,112912.0,Acropternis orthonyx,LC
4895.0,Eleoscytalopus indigoticus,Rhinocryptidae,Passeriformes,AVIBASE-C1D36A4D,6,1,2,3,4,15.0,7.5,3.3,3.6,19.6,51.9,4.0,49.0,7.6,35.9,16.2,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-30.27,-14.24,-22.81,-46.38,454702.62,Eleoscytalopus indigoticus,LC
4894.0,Eleoscytalopus psychopompus,Rhinocryptidae,Passeriformes,AVIBASE-47F6D5B9,3,1,1,1,3,13.0,8.1,3.4,3.4,19.4,52.3,4.4,47.9,8.3,34.1,17.8,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-15.47,-13.2,-14.13,-39.1,5194.76,Eleoscytalopus psychopompus,EN
4899.0,Eugralla paradoxa,Rhinocryptidae,Passeriformes,AVIBASE-28287AC7,6,2,4,0,4,16.4,8.4,3.6,4.9,26.0,58.8,4.8,54.4,8.1,50.1,44.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Generalist,-44.39,-34.11,-40.01,-72.68,124178.0,Eugralla paradoxa,LC
4889.0,Liosceles thoracicus,Rhinocryptidae,Passeriformes,AVIBASE-C09A5A72,6,1,3,2,4,21.4,11.5,4.2,5.5,28.3,72.6,5.8,67.2,7.8,72.4,40.5,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-13.94,1.5,-6.23,-68.72,2273901.19,Liosceles thoracicus,LC
4896.0,Merulaxis ater,Rhinocryptidae,Passeriformes,AVIBASE-0F9BA2F8,6,2,3,1,4,21.2,11.4,4.3,5.3,26.1,66.2,3.5,62.2,5.3,83.4,35.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-27.33,-15.21,-21.4,-43.75,163731.48,Merulaxis ater,LC
4897.0,Merulaxis stresemanni,Rhinocryptidae,Passeriformes,AVIBASE-23A8692E,1,1,0,0,1,21.0,10.9,4.9,5.9,25.3,75.0,3.0,72.0,4.0,97.0,35.0,Inferred,,YES,Body Mass,Merulaxis ater,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-15.83,-15.76,-15.79,-40.52,21.75,Merulaxis stresemanni,CR
4898.0,Myornis senilis,Rhinocryptidae,Passeriformes,AVIBASE-EFE9D5AA,5,3,2,0,4,16.6,8.7,3.5,4.4,21.7,56.9,7.2,50.1,12.5,62.7,21.2,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-10.35,7.44,0.25,-76.42,118973.23,Myornis senilis,LC
4890.0,Psilorhamphus guttatus,Rhinocryptidae,Passeriformes,AVIBASE-24664381,6,2,3,1,4,15.9,9.6,3.0,3.2,25.1,49.1,4.4,44.1,9.0,57.8,11.3,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-29.68,-19.46,-24.3,-48.68,410870.11,Psilorhamphus guttatus,LC
4884.0,Pteroptochos castaneus,Rhinocryptidae,Passeriformes,AVIBASE-A52EC941,6,2,4,0,4,22.4,12.7,4.4,6.8,44.8,103.1,7.0,94.2,7.2,87.3,160.6,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Generalist,-37.94,-34.75,-36.38,-71.65,53074.04,Pteroptochos castaneus,LC
4886.0,Pteroptochos megapodius,Rhinocryptidae,Passeriformes,AVIBASE-8DA1575F,7,2,5,0,4,22.4,11.8,5.0,7.2,42.2,98.0,4.0,92.8,4.0,79.1,114.0,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Terrestrial,-37.33,-27.42,-32.73,-71.34,111842.63,Pteroptochos megapodius,LC
4885.0,Pteroptochos tarnii,Rhinocryptidae,Passeriformes,AVIBASE-FDE3FE01,11,6,5,0,4,22.4,11.7,4.9,6.2,45.4,103.1,6.5,96.4,6.4,89.7,147.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-50.7,-37.16,-44.19,-72.72,275064.61,Pteroptochos tarnii,LC
4892.0,Rhinocrypta lanceolata,Rhinocryptidae,Passeriformes,AVIBASE-415E16C9,5,3,2,0,4,17.3,9.8,4.4,4.9,30.2,81.9,5.8,76.2,6.9,81.4,61.9,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Terrestrial,-41.17,-18.67,-30.74,-64.42,1006274.62,Rhinocrypta lanceolata,LC
4887.0,Scelorchilus albicollis,Rhinocryptidae,Passeriformes,AVIBASE-4B0B1BC4,4,2,2,0,4,20.8,12.7,4.9,5.8,35.4,75.0,3.8,71.2,5.1,78.5,47.3,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Terrestrial,-35.23,-23.71,-29.33,-70.81,104257.55,Scelorchilus albicollis,LC
4888.0,Scelorchilus rubecula,Rhinocryptidae,Passeriformes,AVIBASE-23178B5E,5,2,3,0,4,17.7,10.2,3.7,5.1,36.2,70.3,3.8,66.3,5.4,65.8,56.7,Dunning,,NO,,,Forest,1,1.0,Omnivore,Invertivore,Terrestrial,-47.33,-33.51,-41.93,-72.26,271566.99,Scelorchilus rubecula,LC
4938.0,Scytalopus acutirostris,Rhinocryptidae,Passeriformes,AVIBASE-D682226D,5,1,4,0,3,12.3,5.3,3.2,3.3,20.3,51.9,6.0,46.2,11.9,36.9,18.1,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-12.11,-5.66,-9.26,-76.38,32716.85,Scytalopus acutirostris,LC
4934.0,Scytalopus affinis,Rhinocryptidae,Passeriformes,AVIBASE-FF55AC93,5,3,1,1,4,13.7,7.2,3.0,3.0,19.0,50.2,5.8,45.1,11.7,39.4,13.1,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Terrestrial,-9.42,-6.09,-7.77,-78.15,15372.72,Scytalopus affinis,LC
4933.0,Scytalopus altirostris,Rhinocryptidae,Passeriformes,AVIBASE-385AAEDC,4,1,3,0,4,13.6,6.4,3.6,3.6,21.9,53.5,6.5,47.0,12.2,38.0,19.5,Updated_literature,BoW,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-11.74,-5.93,-9.34,-76.39,33237.51,Scytalopus altirostris,LC
4923.0,Scytalopus alvarezlopezi,Rhinocryptidae,Passeriformes,AVIBASE-01280CF8,2,0,2,0,2,14.9,8.7,3.5,4.2,22.1,57.1,2.7,54.4,4.8,42.9,24.7,Updated_literature,Dunning (2021),NO,,,,1,1.0,Carnivore,Invertivore,Generalist,3.15,6.77,5.1,-76.34,12146.63,Scytalopus alvarezlopezi,NT
4917.0,Scytalopus argentifrons,Rhinocryptidae,Passeriformes,AVIBASE-BFDA7B0D,7,2,5,0,4,12.7,7.5,3.0,3.4,19.9,51.7,3.4,48.0,6.6,40.4,17.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Generalist,8.36,10.79,9.37,-83.06,15549.46,Scytalopus argentifrons,LC
4915.0,Scytalopus atratus,Rhinocryptidae,Passeriformes,AVIBASE-7CD6AF48,5,2,2,1,4,15.3,7.4,3.4,3.9,23.3,55.0,4.4,50.8,8.2,43.9,25.7,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Generalist,-11.52,10.45,0.13,-75.65,187476.08,Scytalopus atratus,LC
4916.0,Scytalopus bolivianus,Rhinocryptidae,Passeriformes,AVIBASE-0475179F,9,4,5,0,4,13.4,6.9,3.3,4.1,22.4,52.8,6.6,46.6,12.4,36.4,20.8,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-19.82,-12.67,-15.52,-68.07,64274.24,Scytalopus bolivianus,LC
4942.0,Scytalopus canus,Rhinocryptidae,Passeriformes,AVIBASE-71CF5120,2,0,2,0,2,12.8,6.2,2.7,3.5,21.7,50.5,3.9,46.6,7.8,37.0,18.2,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Generalist,6.37,7.2,6.79,-76.09,939.82,Scytalopus canus,NT
4928.0,Scytalopus caracae,Rhinocryptidae,Passeriformes,AVIBASE-1B7E55DC,5,2,3,0,4,13.9,6.4,3.1,3.5,21.1,55.6,7.2,49.4,12.9,41.2,24.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,9.94,10.59,10.33,-66.49,5235.88,Scytalopus caracae,LC
4919.0,Scytalopus chocoensis,Rhinocryptidae,Passeriformes,AVIBASE-7011CE6F,5,2,3,0,4,14.3,7.3,3.3,4.1,20.4,50.0,8.4,43.1,16.3,40.8,20.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,0.1,8.04,3.25,-77.33,25911.28,Scytalopus chocoensis,LC
4905.0,Scytalopus diamantinensis,Rhinocryptidae,Passeriformes,AVIBASE-D72E1392,3,1,0,2,2,11.7,6.4,2.9,3.1,20.4,49.8,5.0,43.2,10.3,37.5,16.4,Updated_literature,Dunning (2021),NO,,,,1,1.0,Carnivore,Invertivore,Terrestrial,-13.89,-11.07,-12.66,-41.59,21167.42,Scytalopus diamantinensis,EN
4914.0,Scytalopus femoralis,Rhinocryptidae,Passeriformes,AVIBASE-FAEB87F2,4,1,3,0,3,15.5,7.8,3.5,3.9,26.1,61.4,4.9,56.0,8.2,52.1,23.2,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-12.23,-5.21,-8.36,-76.69,83386.49,Scytalopus femoralis,LC
,Scytalopus frankeae,Rhinocryptidae,Passeriformes,AVIBASE-25B56CA4,4,2,2,0,4,13.4,5.6,2.5,3.3,20.4,52.0,4.6,47.4,8.8,37.2,17.2,Updated_live.sample,Live sample (museum data),NO,,,,1,1.0,Carnivore,Invertivore,Terrestrial,,,,,,,
4940.0,Scytalopus fuscus,Rhinocryptidae,Passeriformes,AVIBASE-03E291EF,4,2,2,0,4,12.4,7.2,2.6,3.3,19.0,51.5,4.0,47.5,7.7,39.2,13.7,Inferred,,YES,Body Mass,Scytalopus magellanicus,Forest,2,1.0,Carnivore,Invertivore,Terrestrial,-38.24,-26.74,-33.28,-71.33,115796.67,Scytalopus fuscus,LC
4901.0,Scytalopus gettyae,Rhinocryptidae,Passeriformes,AVIBASE-873E5B64,0,0,0,0,0,17.7,8.7,3.9,4.4,29.9,71.3,5.6,66.2,7.8,52.0,20.4,Updated_literature,BoW,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Scytalopus macropus,,1,1.0,Carnivore,Invertivore,Terrestrial,-11.68,-11.4,-11.54,-74.79,127.48,Scytalopus gettyae,NT
4909.0,Scytalopus gonzagai,Rhinocryptidae,Passeriformes,AVIBASE-1B8BDC64,0,0,0,0,0,10.9,6.2,2.9,3.1,19.1,50.2,5.4,45.6,10.9,43.0,13.0,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Scytalopus speluncae,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-15.2,-14.35,-14.72,-39.77,4360.15,Scytalopus gonzagai,EN
4932.0,Scytalopus griseicollis,Rhinocryptidae,Passeriformes,AVIBASE-34FF09E8,5,2,3,0,4,11.9,6.7,3.3,3.5,22.3,52.6,6.8,45.6,13.0,39.8,18.1,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Terrestrial,4.17,8.21,5.65,-73.51,23912.05,Scytalopus griseicollis,LC
4910.0,Scytalopus iraiensis,Rhinocryptidae,Passeriformes,AVIBASE-CC049017,2,1,1,0,2,10.9,5.6,2.9,2.9,19.0,48.5,3.0,45.5,6.2,40.0,12.4,Dunning,,NO,,,Grassland,3,1.0,Carnivore,Invertivore,Generalist,-32.27,-19.24,-27.53,-50.31,5149.75,Scytalopus iraiensis,VU
,Scytalopus krabbei,Rhinocryptidae,Passeriformes,AVIBASE-9258D9BB,4,2,2,0,4,13.1,6.2,2.8,3.3,23.5,57.5,4.7,52.8,8.2,40.2,17.5,Updated_live.sample,Live sample (museum data),NO,,,,1,1.0,Carnivore,Invertivore,Generalist,,,,,,,
4925.0,Scytalopus latebricola,Rhinocryptidae,Passeriformes,AVIBASE-04128FC4,5,2,3,0,4,14.8,8.5,3.4,4.1,23.4,58.2,5.7,53.1,9.6,40.7,18.1,Inferred,,YES,Body Mass,Scytalopus griseicollis,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,10.07,11.23,10.77,-73.65,10255.87,Scytalopus latebricola,NT
4900.0,Scytalopus latrans,Rhinocryptidae,Passeriformes,AVIBASE-CBEAD646,16,3,10,3,4,14.4,6.6,2.7,3.2,21.4,55.9,6.9,50.4,12.2,40.1,17.6,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-6.89,9.13,1.87,-76.3,216427.84,Scytalopus latrans,LC
4911.0,Scytalopus macropus,Rhinocryptidae,Passeriformes,AVIBASE-23300330,5,1,4,0,4,17.7,8.7,3.9,4.4,29.9,71.3,5.6,66.2,7.8,52.0,37.1,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-11.76,-5.44,-8.67,-76.62,40202.47,Scytalopus macropus,LC
4931.0,Scytalopus magellanicus,Rhinocryptidae,Passeriformes,AVIBASE-3B642DBA,11,5,6,0,4,12.8,6.6,2.8,3.2,19.3,48.1,4.3,43.1,9.0,34.4,13.7,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Terrestrial,-55.05,-32.95,-44.82,-71.99,454183.19,Scytalopus magellanicus,LC
4926.0,Scytalopus meridanus,Rhinocryptidae,Passeriformes,AVIBASE-CAA64CEB,6,2,4,0,5,12.5,6.6,2.9,3.3,21.3,52.5,3.9,48.9,7.5,36.3,20.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,7.9,9.88,8.71,-71.1,20695.73,Scytalopus meridanus,LC
4913.0,Scytalopus micropterus,Rhinocryptidae,Passeriformes,AVIBASE-5C045427,13,5,5,3,7,16.0,8.4,3.6,4.4,23.7,60.7,4.1,57.0,6.8,51.2,29.7,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Generalist,-5.53,6.07,0.12,-76.66,45400.68,Scytalopus micropterus,LC
4906.0,Scytalopus novacapitalis,Rhinocryptidae,Passeriformes,AVIBASE-31C66B1A,4,1,3,0,1,11.0,6.9,3.3,3.8,17.7,51.5,5.5,46.5,10.6,48.3,18.9,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-20.62,-15.34,-17.8,-47.03,118540.07,Scytalopus novacapitalis,EN
4941.0,Scytalopus opacus,Rhinocryptidae,Passeriformes,AVIBASE-71A913B7,4,1,2,1,4,12.7,6.8,2.6,3.0,21.2,53.8,6.0,47.8,11.3,37.2,16.2,Updated_literature,Dunning (2021),NO,,,Forest,2,1.0,Carnivore,Invertivore,Generalist,-5.77,5.53,-0.4,-77.96,71883.56,Scytalopus opacus,LC
4907.0,Scytalopus pachecoi,Rhinocryptidae,Passeriformes,AVIBASE-977B33F3,4,2,2,0,4,11.7,5.9,2.8,3.2,18.2,46.4,3.2,43.1,7.0,39.8,15.0,Updated_literature,BoW,NO,,,Forest,1,1.0,Carnivore,Invertivore,Generalist,-32.02,-25.66,-28.47,-53.14,46604.22,Scytalopus pachecoi,LC
4918.0,Scytalopus panamensis,Rhinocryptidae,Passeriformes,AVIBASE-DC8FE9A9,5,2,3,0,3,14.1,7.7,3.3,4.0,20.5,54.8,5.3,50.2,9.7,44.4,23.0,Inferred,,YES,Body Mass,Scytalopus vicinior,Forest,1,1.0,Carnivore,Invertivore,Generalist,7.93,8.26,8.11,-77.27,233.7,Scytalopus panamensis,NT
4930.0,Scytalopus parkeri,Rhinocryptidae,Passeriformes,AVIBASE-0F024845,10,5,5,0,4,15.3,7.2,3.1,3.6,23.3,60.2,4.4,56.0,7.2,44.9,21.3,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Generalist,-4.87,-2.29,-3.68,-78.92,4245.47,Scytalopus parkeri,LC
4903.0,Scytalopus parvirostris,Rhinocryptidae,Passeriformes,AVIBASE-461C14CE,15,3,4,8,7,14.3,6.6,3.0,3.7,23.0,57.2,6.2,51.0,10.9,43.0,17.8,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-17.9,-5.03,-12.53,-72.09,117281.58,Scytalopus parvirostris,LC
4927.0,Scytalopus perijanus,Rhinocryptidae,Passeriformes,AVIBASE-C98B9363,0,0,0,0,0,14.8,8.5,3.4,4.1,23.4,58.2,5.7,53.1,9.6,40.7,18.5,Updated_literature,BoW,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Scytalopus latebricola,,1,1.0,Carnivore,Invertivore,Generalist,9.91,10.85,10.34,-72.87,1087.36,Scytalopus perijanus,NT
4904.0,Scytalopus petrophilus,Rhinocryptidae,Passeriformes,AVIBASE-71C03400,0,0,0,0,0,11.7,6.4,2.9,3.1,20.4,49.8,5.0,43.2,10.3,37.5,13.5,Updated_literature,BoW,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Scytalopus diamantinensis,,1,1.0,Carnivore,Invertivore,Generalist,-22.74,-18.34,-21.39,-44.72,46263.72,Scytalopus petrophilus,LC
4922.0,Scytalopus robbinsi,Rhinocryptidae,Passeriformes,AVIBASE-ADF01DB1,0,0,0,0,0,14.3,7.3,3.3,4.1,20.4,50.0,8.4,43.1,16.3,40.8,19.3,Dunning,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Scytalopus chocoensis,Forest,1,1.0,Carnivore,Invertivore,Generalist,-3.75,-2.28,-3.01,-79.51,1135.63,Scytalopus robbinsi,EN
4920.0,Scytalopus rodriguezi,Rhinocryptidae,Passeriformes,AVIBASE-44F1FA5E,5,2,3,0,5,14.3,8.5,3.4,3.9,21.3,54.8,5.0,49.8,9.2,43.3,21.6,Dunning,,NO,,,,1,1.0,Carnivore,Invertivore,Generalist,1.73,6.87,2.08,-76.05,1915.5,Scytalopus rodriguezi,EN
4912.0,Scytalopus sanctaemartae,Rhinocryptidae,Passeriformes,AVIBASE-86FEE4EB,2,0,1,1,1,14.1,8.2,3.4,3.6,20.1,47.0,4.1,42.9,8.8,35.5,23.2,Inferred,,YES,Body Mass,Scytalopus femoralis,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,10.4,11.16,10.86,-73.71,4525.06,Scytalopus sanctaemartae,NT
4943.0,Scytalopus schulenbergi,Rhinocryptidae,Passeriformes,AVIBASE-F5C3CDC0,6,2,3,1,4,12.8,6.6,2.9,3.4,22.6,53.1,4.4,48.7,8.3,33.3,16.1,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Generalist,-17.66,-12.33,-14.93,-69.07,38231.31,Scytalopus schulenbergi,LC
4936.0,Scytalopus simonsi,Rhinocryptidae,Passeriformes,AVIBASE-7401CD82,5,0,5,0,3,13.7,6.8,3.1,3.2,20.6,52.6,4.9,48.2,9.2,37.2,16.6,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Terrestrial,-17.61,-12.42,-15.15,-68.42,29912.19,Scytalopus simonsi,LC
4908.0,Scytalopus speluncae,Rhinocryptidae,Passeriformes,AVIBASE-4A5821A9,11,5,6,0,5,10.9,6.2,2.9,3.1,19.1,50.2,5.4,45.6,10.9,43.0,13.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-29.74,-20.26,-25.5,-48.27,249767.52,Scytalopus speluncae,LC
4929.0,Scytalopus spillmanni,Rhinocryptidae,Passeriformes,AVIBASE-20768B0C,7,0,2,5,3,14.7,8.8,3.4,4.0,23.8,58.9,3.9,55.0,6.7,44.1,23.5,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Generalist,-2.94,7.09,2.4,-76.74,85564.21,Scytalopus spillmanni,LC
4921.0,Scytalopus stilesi,Rhinocryptidae,Passeriformes,AVIBASE-477071F7,5,3,2,0,5,14.9,8.3,3.6,4.0,22.8,58.4,4.7,53.7,8.1,45.9,22.1,Dunning,,NO,,,,1,1.0,Carnivore,Invertivore,Generalist,4.16,7.17,6.07,-75.34,8830.73,Scytalopus stilesi,LC
4939.0,Scytalopus superciliaris,Rhinocryptidae,Passeriformes,AVIBASE-5D26DC42,5,2,3,0,4,12.9,5.6,2.9,3.6,19.6,51.6,8.1,45.1,15.5,36.9,17.8,Dunning,,NO,,,Forest,3,1.0,Carnivore,Invertivore,Terrestrial,-29.7,-22.23,-26.09,-65.71,53108.46,Scytalopus superciliaris,LC
4902.0,Scytalopus unicolor,Rhinocryptidae,Passeriformes,AVIBASE-F38472F6,3,1,1,1,2,12.4,6.9,2.9,3.2,21.3,52.5,5.5,48.2,10.3,43.5,17.6,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-8.01,-6.65,-7.35,-78.34,4947.67,Scytalopus unicolor,NT
4935.0,Scytalopus urubambae,Rhinocryptidae,Passeriformes,AVIBASE-4C306ABA,1,1,0,0,1,12.9,5.8,2.5,3.1,19.3,52.0,2.7,49.3,5.2,34.0,13.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-13.6,-12.23,-13.2,-72.76,2500.77,Scytalopus urubambae,LC
4924.0,Scytalopus vicinior,Rhinocryptidae,Passeriformes,AVIBASE-8F3F25DF,4,0,4,0,4,13.6,7.4,3.5,4.0,22.4,56.0,7.4,48.5,13.2,41.8,23.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-0.88,5.07,2.12,-77.59,16812.48,Scytalopus vicinior,LC
,Scytalopus whitneyi,Rhinocryptidae,Passeriformes,AVIBASE-7E2D54EB,1,0,1,0,1,13.2,6.1,2.5,3.6,22.4,50.0,4.3,45.7,8.6,38.0,15.0,Updated_live.sample,Live sample (museum data),NO,,,,1,1.0,Carnivore,Invertivore,Generalist,,,,,,,
4937.0,Scytalopus zimmeri,Rhinocryptidae,Passeriformes,AVIBASE-24F39183,2,0,2,0,2,11.5,6.2,2.5,3.5,19.9,51.4,5.0,46.4,9.8,32.9,15.9,Dunning,,NO,,,Rock,3,1.0,Omnivore,Invertivore,Generalist,-25.38,-18.8,-21.89,-65.0,53350.14,Scytalopus zimmeri,LC
4893.0,Teledromas fuscus,Rhinocryptidae,Passeriformes,AVIBASE-E9FF299F,4,0,4,0,3,14.1,7.6,3.7,4.9,29.9,76.4,6.9,68.5,9.0,72.1,37.9,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Terrestrial,-41.48,-24.82,-34.24,-67.39,521735.99,Teledromas fuscus,LC
6715.0,Rhipidura albicollis,Rhipiduridae,Passeriformes,AVIBASE-F2074D00,16,5,11,0,8,13.6,6.5,4.0,3.1,18.9,78.4,13.8,64.6,17.6,100.3,12.9,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,-5.95,33.71,20.09,99.7,4165283.42,Rhipidura albicollis,LC
6745.0,Rhipidura albiscapa,Rhipiduridae,Passeriformes,AVIBASE-A98285EB,21,8,12,1,3,11.8,5.4,3.2,2.6,16.9,73.0,16.1,58.0,21.8,82.6,8.6,Updated_literature,Dunning (2021),NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,-43.64,-10.17,-32.52,143.71,1303298.07,Rhipidura albiscapa,LC
6689.0,Rhipidura albiventris,Rhipiduridae,Passeriformes,AVIBASE-F893CBF6,0,0,0,0,0,14.6,7.1,4.6,3.8,18.1,77.5,14.3,63.2,18.4,84.1,13.2,Updated_literature,Dunning (2021),YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Rhipidura cyaniceps,Forest,2,1.0,Carnivore,Invertivore,Insessorial,9.04,12.7,10.79,122.85,28516.59,Rhipidura albiventris,LC
6714.0,Rhipidura albogularis,Rhipiduridae,Passeriformes,AVIBASE-E12FE273,8,2,6,0,4,12.9,5.8,3.9,2.6,17.9,75.2,12.2,63.0,16.2,94.5,12.9,DataFromSplit,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,8.94,26.03,19.21,78.33,1422881.29,Rhipidura albogularis,LC
6732.0,Rhipidura albolimbata,Rhipiduridae,Passeriformes,AVIBASE-56F40883,10,2,8,0,4,12.4,5.4,3.5,3.1,18.0,76.8,15.5,61.3,20.2,77.8,10.9,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-10.09,-0.49,-5.26,141.84,148493.84,Rhipidura albolimbata,LC
6701.0,Rhipidura assimilis,Rhipiduridae,Passeriformes,AVIBASE-283C2BCA,0,0,0,0,0,15.4,9.1,5.0,3.9,14.6,81.6,17.6,64.4,21.4,82.0,12.0,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Rhipidura isura,Forest,2,1.0,Carnivore,Invertivore,Insessorial,-6.04,-4.38,-5.6,132.76,1320.02,Rhipidura assimilis,LC
6685.0,Rhipidura atra,Rhipiduridae,Passeriformes,AVIBASE-4A8F6276,10,2,8,0,4,14.9,6.1,4.1,3.7,22.2,78.7,14.1,64.6,17.9,86.7,12.2,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-10.27,-0.05,-5.25,141.82,179053.16,Rhipidura atra,LC
6713.0,Rhipidura aureola,Rhipiduridae,Passeriformes,AVIBASE-DB7261E9,10,2,8,0,4,14.5,6.8,4.3,3.4,17.8,82.4,17.4,65.0,21.2,84.8,11.2,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,5.92,34.5,21.46,83.73,4306980.92,Rhipidura aureola,LC
